icd10_concept_id,code_heading,icd10_code,icd10_vocab,description,body_system,progressive,snomed_concept_id,snomed_code,snomed_name
45566895,G57,G57.81,ICD10CM,Other specified mononeuropathies of right lower limb,neurological,no,43531028,609592007,Mononeuropathy of lower limb
45595955,G57,G57.82,ICD10CM,Other specified mononeuropathies of left lower limb,neurological,no,43531028,609592007,Mononeuropathy of lower limb
37200347,G57,G57.83,ICD10CM,Other specified mononeuropathies of bilateral lower limb,neurological,no,43531028,609592007,Mononeuropathy of lower limb
45542898,G57,G57.90,ICD10CM,Unspecified mononeuropathy of unspecified lower limb,neurological,no,43531028,609592007,Mononeuropathy of lower limb
45605569,G57,G57.91,ICD10CM,Unspecified mononeuropathy of right lower limb,neurological,no,43531028,609592007,Mononeuropathy of lower limb
45566896,G57,G57.92,ICD10CM,Unspecified mononeuropathy of left lower limb,neurological,no,43531028,609592007,Mononeuropathy of lower limb
37200348,G57,G57.93,ICD10CM,Unspecified mononeuropathy of bilateral lower limb,neurological,no,43531028,609592007,Mononeuropathy of lower limb
35207442,G587,G58.7,ICD10CM,Mononeuritis multiplex,neurological,no,376395,30292005,Mononeuritis multiplex
45538131,G600,G60.0,ICD10,Hereditary motor and sensory neuropathy,neurological,no,4134552,398100001,Hereditary motor and sensory neuropathy
35207446,G600,G60.0,ICD10CM,Hereditary motor and sensory neuropathy,neurological,no,4134552,398100001,Hereditary motor and sensory neuropathy
45600803,G601,G60.1,ICD10,Refsum's disease,neurological,yes,4101333,25362006,HSMN IV
35207447,G601,G60.1,ICD10CM,Refsum's disease,neurological,yes,4101333,25362006,HSMN IV
45586308,G603,G60.3,ICD10,Idiopathic progressive neuropathy,neurological,no,380394,33209009,Idiopathic progressive polyneuropathy
35207449,G603,G60.3,ICD10CM,Idiopathic progressive neuropathy,neurological,no,380394,33209009,Idiopathic progressive polyneuropathy
35207450,G608,G60.8,ICD10CM,Other hereditary and idiopathic neuropathies,neurological,no,375806,22722001,Idiopathic peripheral neuropathy
35207451,G609,G60.9,ICD10CM,"Hereditary and idiopathic neuropathy, unspecified",neurological,no,375806,22722001,Idiopathic peripheral neuropathy
45533161,G6181,G61.81,ICD10CM,Chronic inflammatory demyelinating polyneuritis,neurological,no,40480668,444728005,Chronic inflammatory demyelinating polyneuropathy
45576602,G6189,G61.89,ICD10CM,Other inflammatory polyneuropathies,neurological,no,4296728,76886005,Polyneuritis
45557251,G619,G61.9,ICD10,"Inflammatory polyneuropathy, unspecified",neurological,no,4296728,76886005,Polyneuritis
35207454,G619,G61.9,ICD10CM,"Inflammatory polyneuropathy, unspecified",neurological,no,4296728,76886005,Polyneuritis
45552542,G620,G62.0,ICD10,Drug-induced polyneuropathy,neurological,no,381551,7339009,Polyneuropathy due to drug
35207455,G620,G62.0,ICD10CM,Drug-induced polyneuropathy,neurological,no,381551,7339009,Polyneuropathy due to drug
45576603,G621,G62.1,ICD10,Alcoholic polyneuropathy,neurological,no,378421,7916009,Alcoholic polyneuropathy
35207456,G621,G62.1,ICD10CM,Alcoholic polyneuropathy,neurological,no,378421,7916009,Alcoholic polyneuropathy
45533162,G622,G62.2,ICD10,Polyneuropathy due to other toxic agents,neurological,no,373470,45600000,Toxic polyneuropathy
35207457,G622,G62.2,ICD10CM,Polyneuropathy due to other toxic agents,neurological,no,373470,45600000,Toxic polyneuropathy
45596020,H150,H15.092,ICD10CM,"Other scleritis, left eye",ophthalmological,no,434944,78370002,Scleritis
45542901,G63,G63,ICD10,Polyneuropathy in diseases classified elsewhere,neurological,no,376686,193186008,Polyneuropathy associated with another disorder
35207459,G63,G63,ICD10CM,Polyneuropathy in diseases classified elsewhere,neurological,no,376686,193186008,Polyneuropathy associated with another disorder
45557252,G7000,G70.00,ICD10CM,Myasthenia gravis without (acute) exacerbation,neurological,no,43531561,77471000119103,Myasthenia gravis without exacerbation
45533165,G701,G70.1,ICD10,Toxic myoneural disorders,neurological,no,76396,17940001,Toxic neuromuscular junction disorder
35207461,G701,G70.1,ICD10CM,Toxic myoneural disorders,neurological,no,76396,17940001,Toxic neuromuscular junction disorder
45591193,G702,G70.2,ICD10,Congenital and developmental myasthenia,neurological,no,4101899,193216006,Congenital and developmental myasthenia
35207462,G702,G70.2,ICD10CM,Congenital and developmental myasthenia,neurological,no,4101899,193216006,Congenital and developmental myasthenia
45605572,G7080,G70.80,ICD10CM,"Lambert-Eaton syndrome, unspecified",neurological,no,4237155,56989000,Eaton-Lambert syndrome
45542902,G7089,G70.89,ICD10CM,Other specified myoneural disorders,neurological,no,377263,257277002,Myoneural disorder
45581512,G709,G70.9,ICD10,"Myoneural disorder, unspecified",neurological,no,377263,257277002,Myoneural disorder
35207464,G709,G70.9,ICD10CM,"Myoneural disorder, unspecified",neurological,no,377263,257277002,Myoneural disorder
45557253,G710,G71.0,ICD10,Muscular dystrophy,neurological,yes,4247802,73297009,Muscular dystrophy
35207465,G710,G71.0,ICD10CM,Muscular dystrophy,neurological,yes,4247802,73297009,Muscular dystrophy
45581513,G7111,G71.11,ICD10CM,Myotonic muscular dystrophy,neurological,yes,79804,77956009,Steinert myotonic dystrophy syndrome
45557254,G7112,G71.12,ICD10CM,Myotonia congenita,neurological,yes,75804,240104008,Congenital myotonic dystrophy
45576607,G7113,G71.13,ICD10CM,Myotonic chondrodystrophy,neurological,yes,441280,29145002,Schwartz-Jampel syndrome
45547757,G7114,G71.14,ICD10CM,Drug induced myotonia,neurological,no,40480009,441636005,Myotonia due to drug
45552545,G7119,G71.19,ICD10CM,Other specified myotonic disorders,neurological,no,73183,193237003,Myotonic disorder
45542903,G712,G71.2,ICD10,Congenital myopathies,neurological,no,4233941,89886004,Congenital anomaly of skeletal muscle
35207466,G712,G71.2,ICD10CM,Congenital myopathies,neurological,no,4178826,363212003,Hereditary disorder of musculoskeletal system
45533167,G722,G72.2,ICD10,Myopathy due to other toxic agents,neurological,no,81286,66952001,Toxic myopathy
35207472,G722,G72.2,ICD10CM,Myopathy due to other toxic agents,neurological,no,81286,66952001,Toxic myopathy
45566901,G723,G72.3,ICD10,Periodic paralysis,neurological,no,4061074,198030008,Periodic paralysis
35207473,G723,G72.3,ICD10CM,Periodic paralysis,neurological,no,4061074,198030008,Periodic paralysis
45571824,G7289,G72.89,ICD10CM,Other specified myopathies,neurological,no,137275,129565002,Disorder of muscle
45571825,G729,G72.9,ICD10,"Myopathy, unspecified",neurological,no,137275,129565002,Disorder of muscle
35207475,G729,G72.9,ICD10CM,"Myopathy, unspecified",neurological,no,137275,129565002,Disorder of muscle
45542905,G733,G73.3,ICD10,Myasthenic syndromes in other diseases classified elsewhere,neurological,no,432893,193209005,Myasthenic syndrome due to another disorder
35207477,G733,G73.3,ICD10CM,Myasthenic syndromes in other diseases classified elsewhere,neurological,no,432893,193209005,Myasthenic syndrome due to another disorder
45552547,G737,G73.7,ICD10,Myopathy in diseases classified elsewhere,neurological,no,4263710,60738003,Secondary myopathy
35207478,G737,G73.7,ICD10CM,Myopathy in diseases classified elsewhere,neurological,no,4263710,60738003,Secondary myopathy
45557256,G800,G80.0,ICD10,Spastic quadriplegic cerebral palsy,neurological,yes,444022,48721008,Tetraplegic cerebral palsy
35207479,G800,G80.0,ICD10CM,Spastic quadriplegic cerebral palsy,neurological,yes,444022,48721008,Tetraplegic cerebral palsy
45552548,G801,G80.1,ICD10,Spastic diplegic cerebral palsy,neurological,no,132617,58193001,Diplegic cerebral palsy
35207480,G801,G80.1,ICD10CM,Spastic diplegic cerebral palsy,neurological,no,132617,58193001,Diplegic cerebral palsy
45571826,G802,G80.2,ICD10,Spastic hemiplegic cerebral palsy,neurological,no,44806793,813921000000104,Spastic hemiplegic cerebral palsy
35207481,G802,G80.2,ICD10CM,Spastic hemiplegic cerebral palsy,neurological,no,44806793,813921000000104,Spastic hemiplegic cerebral palsy
45591194,G804,G80.4,ICD10,Ataxic cerebral palsy,neurological,no,4150300,278512001,Ataxic cerebral palsy
35207483,G804,G80.4,ICD10CM,Ataxic cerebral palsy,neurological,no,4150300,278512001,Ataxic cerebral palsy
45533168,G808,G80.8,ICD10,Other cerebral palsy,neurological,yes,4134120,128188000,Cerebral palsy
35207484,G808,G80.8,ICD10CM,Other cerebral palsy,neurological,yes,4134120,128188000,Cerebral palsy
45600805,G809,G80.9,ICD10,"Cerebral palsy, unspecified",neurological,yes,4134120,128188000,Cerebral palsy
35207485,G809,G80.9,ICD10CM,"Cerebral palsy, unspecified",neurological,yes,4134120,128188000,Cerebral palsy
45605573,G81,G81.00,ICD10CM,Flaccid hemiplegia affecting unspecified side,neurological,no,372613,80935004,Flaccid hemiplegia
45600806,G81,G81.01,ICD10CM,Flaccid hemiplegia affecting right dominant side,neurological,no,40481757,442020005,Flaccid hemiplegia of dominant side
45571828,G81,G81.02,ICD10CM,Flaccid hemiplegia affecting left dominant side,neurological,no,40481757,442020005,Flaccid hemiplegia of dominant side
45576609,G81,G81.03,ICD10CM,Flaccid hemiplegia affecting right nondominant side,neurological,no,40481820,442077006,Flaccid hemiplegia of nondominant side
45562105,G81,G81.04,ICD10CM,Flaccid hemiplegia affecting left nondominant side,neurological,no,40481820,442077006,Flaccid hemiplegia of nondominant side
45557257,G81,G81.10,ICD10CM,Spastic hemiplegia affecting unspecified side,neurological,no,375528,79633009,Spastic hemiplegia
45586315,G81,G81.11,ICD10CM,Spastic hemiplegia affecting right dominant side,neurological,no,40480944,441892008,Spastic hemiplegia of dominant side
45538138,G81,G81.12,ICD10CM,Spastic hemiplegia affecting left dominant side,neurological,no,40480944,441892008,Spastic hemiplegia of dominant side
45538139,G81,G81.13,ICD10CM,Spastic hemiplegia affecting right nondominant side,neurological,no,40480435,441722007,Spastic hemiplegia of nondominant side
45566902,G81,G81.14,ICD10CM,Spastic hemiplegia affecting left nondominant side,neurological,no,40480435,441722007,Spastic hemiplegia of nondominant side
45542906,G81,G81.90,ICD10CM,"Hemiplegia, unspecified affecting unspecified side",neurological,no,374022,50582007,Hemiplegia
45538140,G81,G81.91,ICD10CM,"Hemiplegia, unspecified affecting right dominant side",neurological,no,40482237,442155009,Hemiplegia of dominant side
45571829,G81,G81.92,ICD10CM,"Hemiplegia, unspecified affecting left dominant side",neurological,no,40482237,442155009,Hemiplegia of dominant side
45600807,G81,G81.93,ICD10CM,"Hemiplegia, unspecified affecting right nondominant side",neurological,no,40480429,441717007,Hemiplegia of nondominant side
45571830,G81,G81.94,ICD10CM,"Hemiplegia, unspecified affecting left nondominant side",neurological,no,40480429,441717007,Hemiplegia of nondominant side
45581515,G822,G82.20,ICD10CM,"Paraplegia, unspecified",neurological,no,192606,60389000,Paraplegia
45566903,G822,G82.21,ICD10CM,"Paraplegia, complete",neurological,no,43530718,290401000119108,Complete paraplegia
45586316,G822,G82.22,ICD10CM,"Paraplegia, incomplete",neurological,no,43530719,290411000119106,Incomplete paraplegia
45542907,G825,G82.50,ICD10CM,"Quadriplegia, unspecified",neurological,yes,374914,11538006,Tetraplegia
45581516,G825,G82.51,ICD10CM,"Quadriplegia, C1-C4 complete",neurological,yes,40480416,441705005,Complete tetraplegia due to lesion at C1-C4 level
45600809,G825,G82.52,ICD10CM,"Quadriplegia, C1-C4 incomplete",neurological,yes,40480066,441688003,Incomplete tetraplegia due to spinal cord lesion at C1-C4 level
45595962,G825,G82.53,ICD10CM,"Quadriplegia, C5-C7 complete",neurological,yes,40481376,441980007,Complete tetraplegia due to lesion at C5-C7 level
45547760,G825,G82.54,ICD10CM,"Quadriplegia, C5-C7 incomplete",neurological,yes,40480514,441794001,Incomplete tetraplegia due to lesion at C5-C7 level
45547762,G830,G83.0,ICD10,Diplegia of upper limbs,neurological,no,372880,54099005,Diplegia of upper limbs
35207486,G830,G83.0,ICD10CM,Diplegia of upper limbs,neurological,no,372880,54099005,Diplegia of upper limbs
45571831,G831,G83.10,ICD10CM,Monoplegia of lower limb affecting unspecified side,neurological,no,195240,80420005,Monoplegia of lower limb
45533169,G831,G83.11,ICD10CM,Monoplegia of lower limb affecting right dominant side,neurological,no,4144328,426167003,Monoplegia of lower limb affecting dominant side
45576612,G831,G83.12,ICD10CM,Monoplegia of lower limb affecting left dominant side,neurological,no,4144328,426167003,Monoplegia of lower limb affecting dominant side
45600810,G831,G83.13,ICD10CM,Monoplegia of lower limb affecting right nondominant side,neurological,no,4141654,426934001,Monoplegia of lower limb affecting non-dominant side
45542909,G831,G83.14,ICD10CM,Monoplegia of lower limb affecting left nondominant side,neurological,no,4141654,426934001,Monoplegia of lower limb affecting non-dominant side
45542910,G832,G83.20,ICD10CM,Monoplegia of upper limb affecting unspecified side,neurological,no,379012,41764006,Monoplegia of upper limb
45591198,G832,G83.21,ICD10CM,Monoplegia of upper limb affecting right dominant side,neurological,no,40481345,441951003,Monoplegia of upper limb of dominant side
45552549,G832,G83.22,ICD10CM,Monoplegia of upper limb affecting left dominant side,neurological,no,40481345,441951003,Monoplegia of upper limb of dominant side
45557258,G832,G83.23,ICD10CM,Monoplegia of upper limb affecting right nondominant side,neurological,no,380393,426536006,Monoplegia of upper limb affecting non-dominant side
45562108,G832,G83.24,ICD10CM,Monoplegia of upper limb affecting left nondominant side,neurological,no,380393,426536006,Monoplegia of upper limb affecting non-dominant side
45571832,G833,G83.30,ICD10CM,"Monoplegia, unspecified affecting unspecified side",neurological,no,381548,86022000,Monoplegia
45566905,G833,G83.31,ICD10CM,"Monoplegia, unspecified affecting right dominant side",neurological,no,381548,86022000,Monoplegia
45538142,G833,G83.32,ICD10CM,"Monoplegia, unspecified affecting left dominant side",neurological,no,381548,86022000,Monoplegia
45533170,G833,G83.33,ICD10CM,"Monoplegia, unspecified affecting right nondominant side",neurological,no,381548,86022000,Monoplegia
45557260,G833,G83.34,ICD10CM,"Monoplegia, unspecified affecting left nondominant side",neurological,no,381548,86022000,Monoplegia
45571833,G834,G83.4,ICD10,Cauda equina syndrome,neurological,no,4102342,192970008,Cauda equina syndrome
35207487,G834,G83.4,ICD10CM,Cauda equina syndrome,neurological,no,4102342,192970008,Cauda equina syndrome
42616303,G835,G83.5,ICD10,Locked-in state,neurological,no,434644,38023001,Locked in syndrome
45591199,G835,G83.5,ICD10CM,Locked-in state,neurological,no,434644,38023001,Locked in syndrome
45576613,G8381,G83.81,ICD10CM,Brown-Sequard syndrome,neurological,no,4101563,27982003,Brown-Séquard syndrome
45595963,G8389,G83.89,ICD10CM,Other specified paralytic syndromes,neurological,no,374377,29426003,Paralytic syndrome
45552550,G839,G83.9,ICD10,"Paralytic syndrome, unspecified",neurological,no,374377,29426003,Paralytic syndrome
35207488,G839,G83.9,ICD10CM,"Paralytic syndrome, unspecified",neurological,no,374377,29426003,Paralytic syndrome
45576614,G900,G90.01,ICD10CM,Carotid sinus syncope,neurological,no,436392,51723007,Carotid sinus syncope
45566908,G900,G90.09,ICD10CM,Other idiopathic peripheral autonomic neuropathy,neurological,no,194913,86489003,Idiopathic peripheral autonomic neuropathy
45581521,G901,G90.1,ICD10,Familial dysautonomia [Riley-Day],neurological,yes,4104196,29159009,Familial dysautonomia
35207489,G901,G90.1,ICD10CM,Familial dysautonomia [Riley-Day],neurological,yes,4104196,29159009,Familial dysautonomia
45581522,G904,G90.4,ICD10,Autonomic dysreflexia,neurological,no,433760,129618003,Autonomic dysreflexia
35207492,G904,G90.4,ICD10CM,Autonomic dysreflexia,neurological,no,433760,129618003,Autonomic dysreflexia
45562110,G905,G90.50,ICD10CM,"Complex regional pain syndrome I, unspecified",neurological,no,4175447,50642008,"Complex regional pain syndrome, type I"
45591202,G905,G90.511,ICD10CM,Complex regional pain syndrome I of right upper limb,neurological,no,46273207,712537009,Complex regional pain syndrome of upper limb
45538144,G905,G90.512,ICD10CM,Complex regional pain syndrome I of left upper limb,neurological,no,46273207,712537009,Complex regional pain syndrome of upper limb
45552552,G905,G90.513,ICD10CM,"Complex regional pain syndrome I of upper limb, bilateral",neurological,no,46273207,712537009,Complex regional pain syndrome of upper limb
45547764,G905,G90.519,ICD10CM,Complex regional pain syndrome I of unspecified upper limb,neurological,no,46273207,712537009,Complex regional pain syndrome of upper limb
45566909,G905,G90.521,ICD10CM,Complex regional pain syndrome I of right lower limb,neurological,no,443446,408662006,Reflex sympathetic dystrophy of lower extremity
45542913,G905,G90.522,ICD10CM,Complex regional pain syndrome I of left lower limb,neurological,no,443446,408662006,Reflex sympathetic dystrophy of lower extremity
45586319,G905,G90.523,ICD10CM,"Complex regional pain syndrome I of lower limb, bilateral",neurological,no,443446,408662006,Reflex sympathetic dystrophy of lower extremity
45581523,G905,G90.529,ICD10CM,Complex regional pain syndrome I of unspecified lower limb,neurological,no,443446,408662006,Reflex sympathetic dystrophy of lower extremity
45571834,G905,G90.59,ICD10CM,Complex regional pain syndrome I of other specified site,neurological,no,4175447,50642008,"Complex regional pain syndrome, type I"
45533172,G908,G90.8,ICD10,Other disorders of autonomic nervous system,neurological,no,434633,15241006,Disorder of autonomic nervous system
35207493,G908,G90.8,ICD10CM,Other disorders of autonomic nervous system,neurological,no,434633,15241006,Disorder of autonomic nervous system
45538145,G909,G90.9,ICD10,"Disorder of the autonomic nervous system, unspecified",neurological,no,434633,15241006,Disorder of autonomic nervous system
35207494,G909,G90.9,ICD10CM,"Disorder of the autonomic nervous system, unspecified",neurological,no,434633,15241006,Disorder of autonomic nervous system
45533173,G910,G91.0,ICD10,Communicating hydrocephalus,neurological,no,440700,271569006,Communicating hydrocephalus
35207495,G910,G91.0,ICD10CM,Communicating hydrocephalus,neurological,no,440700,271569006,Communicating hydrocephalus
45595964,G911,G91.1,ICD10,Obstructive hydrocephalus,neurological,no,440385,230746009,Obstructive hydrocephalus
35207496,G911,G91.1,ICD10CM,Obstructive hydrocephalus,neurological,no,440385,230746009,Obstructive hydrocephalus
45538146,G931,G93.1,ICD10,"Anoxic brain damage, not elsewhere classified",neurological,yes,377845,389098007,Anoxic encephalopathy
35207503,G931,G93.1,ICD10CM,"Anoxic brain damage, not elsewhere classified",neurological,yes,377845,389098007,Anoxic encephalopathy
45586321,G932,G93.2,ICD10,Benign intracranial hypertension,neurological,no,312902,68267002,Benign intracranial hypertension
35207504,G932,G93.2,ICD10CM,Benign intracranial hypertension,neurological,no,312902,68267002,Benign intracranial hypertension
45591204,G9389,G93.89,ICD10CM,Other specified disorders of brain,neurological,no,372887,81308009,Disorder of brain
45557262,G939,G93.9,ICD10,"Disorder of brain, unspecified",neurological,no,372887,81308009,Disorder of brain
35207510,G939,G93.9,ICD10CM,"Disorder of brain, unspecified",neurological,no,372887,81308009,Disorder of brain
45562112,G950,G95.0,ICD10,Syringomyelia and syringobulbia,neurological,yes,377539,192894009,Syringomyelia and syringobulbia
35207512,G950,G95.0,ICD10CM,Syringomyelia and syringobulbia,neurological,yes,377539,192894009,Syringomyelia and syringobulbia
45591206,G9519,G95.19,ICD10CM,Other vascular myelopathies,neurological,yes,136960,29774004,Vascular myelopathy
45586325,G9589,G95.89,ICD10CM,Other specified diseases of spinal cord,neurological,yes,135526,48522003,Spinal cord disease
45547767,G959,G95.9,ICD10,"Disease of spinal cord, unspecified",neurological,yes,135526,48522003,Spinal cord disease
35207513,G959,G95.9,ICD10CM,"Disease of spinal cord, unspecified",neurological,yes,135526,48522003,Spinal cord disease
45571841,G969,G96.9,ICD10,"Disorder of central nervous system, unspecified",neurological,no,376106,23853001,Disorder of the central nervous system
35207517,G969,G96.9,ICD10CM,"Disorder of central nervous system, unspecified",neurological,no,376106,23853001,Disorder of the central nervous system
45566913,G990,G99.0,ICD10,Autonomic neuropathy in diseases classified elsewhere,neurological,no,194913,86489003,Idiopathic peripheral autonomic neuropathy
35207522,G990,G99.0,ICD10CM,Autonomic neuropathy in diseases classified elsewhere,neurological,no,4080146,277879009,Autonomic neuropathy
45562115,G992,G99.2,ICD10,Myelopathy in diseases classified elsewhere,neurological,yes,140708,192904000,Myelopathy due to another disorder
35207523,G992,G99.2,ICD10CM,Myelopathy in diseases classified elsewhere,neurological,yes,140708,192904000,Myelopathy due to another disorder
45576661,H150,H15.001,ICD10CM,"Unspecified scleritis, right eye",ophthalmological,no,434944,78370002,Scleritis
45533230,H150,H15.002,ICD10CM,"Unspecified scleritis, left eye",ophthalmological,no,434944,78370002,Scleritis
45576662,H150,H15.003,ICD10CM,"Unspecified scleritis, bilateral eye",ophthalmological,no,434944,78370002,Scleritis
45566966,H150,H15.009,ICD10CM,"Unspecified scleritis, unspecified eye",ophthalmological,no,434944,78370002,Scleritis
45533231,H150,H15.011,ICD10CM,"Anterior scleritis, right eye",ophthalmological,no,441582,63454000,Anterior scleritis
45571898,H150,H15.012,ICD10CM,"Anterior scleritis, left eye",ophthalmological,no,441582,63454000,Anterior scleritis
45538208,H150,H15.013,ICD10CM,"Anterior scleritis, bilateral",ophthalmological,no,441582,63454000,Anterior scleritis
45566967,H150,H15.019,ICD10CM,"Anterior scleritis, unspecified eye",ophthalmological,no,441582,63454000,Anterior scleritis
45562165,H150,H15.021,ICD10CM,"Brawny scleritis, right eye",ophthalmological,no,432638,91612009,Brawny scleritis
45552598,H150,H15.022,ICD10CM,"Brawny scleritis, left eye",ophthalmological,no,432638,91612009,Brawny scleritis
45605615,H150,H15.023,ICD10CM,"Brawny scleritis, bilateral",ophthalmological,no,432638,91612009,Brawny scleritis
45547817,H150,H15.029,ICD10CM,"Brawny scleritis, unspecified eye",ophthalmological,no,432638,91612009,Brawny scleritis
45605616,H150,H15.031,ICD10CM,"Posterior scleritis, right eye",ophthalmological,no,440732,267660007,Posterior scleritis
45566968,H150,H15.032,ICD10CM,"Posterior scleritis, left eye",ophthalmological,no,440732,267660007,Posterior scleritis
45557334,H150,H15.033,ICD10CM,"Posterior scleritis, bilateral",ophthalmological,no,440732,267660007,Posterior scleritis
45596019,H150,H15.039,ICD10CM,"Posterior scleritis, unspecified eye",ophthalmological,no,440732,267660007,Posterior scleritis
45533232,H150,H15.041,ICD10CM,"Scleritis with corneal involvement, right eye",ophthalmological,no,432637,42574005,Scleritis with corneal involvement
45586377,H150,H15.042,ICD10CM,"Scleritis with corneal involvement, left eye",ophthalmological,no,432637,42574005,Scleritis with corneal involvement
45605617,H150,H15.043,ICD10CM,"Scleritis with corneal involvement, bilateral",ophthalmological,no,432637,42574005,Scleritis with corneal involvement
45600858,H150,H15.049,ICD10CM,"Scleritis with corneal involvement, unspecified eye",ophthalmological,no,432637,42574005,Scleritis with corneal involvement
45533234,H150,H15.051,ICD10CM,"Scleromalacia perforans, right eye",ophthalmological,no,432645,26664005,Scleromalacia perforans
45586378,H150,H15.052,ICD10CM,"Scleromalacia perforans, left eye",ophthalmological,no,432645,26664005,Scleromalacia perforans
45557335,H150,H15.053,ICD10CM,"Scleromalacia perforans, bilateral",ophthalmological,no,432645,26664005,Scleromalacia perforans
45600859,H150,H15.059,ICD10CM,"Scleromalacia perforans, unspecified eye",ophthalmological,no,432645,26664005,Scleromalacia perforans
45571899,H150,H15.091,ICD10CM,"Other scleritis, right eye",ophthalmological,no,434944,78370002,Scleritis
45542969,H150,H15.099,ICD10CM,"Other scleritis, unspecified eye",ophthalmological,no,434944,78370002,Scleritis
45552602,H158,H15.811,ICD10CM,"Equatorial staphyloma, right eye",ophthalmological,no,444254,82146006,Equatorial staphyloma
45533238,H158,H15.812,ICD10CM,"Equatorial staphyloma, left eye",ophthalmological,no,444254,82146006,Equatorial staphyloma
45576667,H158,H15.813,ICD10CM,"Equatorial staphyloma, bilateral",ophthalmological,no,444254,82146006,Equatorial staphyloma
45557336,H158,H15.819,ICD10CM,"Equatorial staphyloma, unspecified eye",ophthalmological,no,444254,82146006,Equatorial staphyloma
45591268,H158,H15.821,ICD10CM,"Localized anterior staphyloma, right eye",ophthalmological,no,432920,21946002,Localized anterior staphyloma
45596023,H158,H15.822,ICD10CM,"Localized anterior staphyloma, left eye",ophthalmological,no,432920,21946002,Localized anterior staphyloma
45586382,H158,H15.823,ICD10CM,"Localized anterior staphyloma, bilateral",ophthalmological,no,432920,21946002,Localized anterior staphyloma
45547818,H158,H15.829,ICD10CM,"Localized anterior staphyloma, unspecified eye",ophthalmological,no,432920,21946002,Localized anterior staphyloma
45581588,H158,H15.831,ICD10CM,"Staphyloma posticum, right eye",ophthalmological,no,438767,87819007,Staphyloma posticum
45566969,H158,H15.832,ICD10CM,"Staphyloma posticum, left eye",ophthalmological,no,438767,87819007,Staphyloma posticum
45557337,H158,H15.833,ICD10CM,"Staphyloma posticum, bilateral",ophthalmological,no,438767,87819007,Staphyloma posticum
45533239,H158,H15.839,ICD10CM,"Staphyloma posticum, unspecified eye",ophthalmological,no,438767,87819007,Staphyloma posticum
45547819,H158,H15.841,ICD10CM,"Scleral ectasia, right eye",ophthalmological,no,436133,111534007,Scleral staphyloma
45576669,H158,H15.842,ICD10CM,"Scleral ectasia, left eye",ophthalmological,no,436133,111534007,Scleral staphyloma
45576670,H158,H15.843,ICD10CM,"Scleral ectasia, bilateral",ophthalmological,no,436133,111534007,Scleral staphyloma
45591269,H158,H15.849,ICD10CM,"Scleral ectasia, unspecified eye",ophthalmological,no,436133,111534007,Scleral staphyloma
45581589,H158,H15.851,ICD10CM,"Ring staphyloma, right eye",ophthalmological,no,439828,5299007,Ring staphyloma
45596024,H158,H15.852,ICD10CM,"Ring staphyloma, left eye",ophthalmological,no,439828,5299007,Ring staphyloma
45557338,H158,H15.853,ICD10CM,"Ring staphyloma, bilateral",ophthalmological,no,439828,5299007,Ring staphyloma
45576671,H158,H15.859,ICD10CM,"Ring staphyloma, unspecified eye",ophthalmological,no,439828,5299007,Ring staphyloma
45596025,H158,H15.89,ICD10CM,Other disorders of sclera,ophthalmological,no,436134,33064008,Disorder of sclera
45562192,H201,H20.10,ICD10CM,"Chronic iridocyclitis, unspecified eye",ophthalmological,no,434926,77971008,Iridocyclitis
45533268,H201,H20.11,ICD10CM,"Chronic iridocyclitis, right eye",ophthalmological,no,434926,77971008,Iridocyclitis
45562193,H201,H20.12,ICD10CM,"Chronic iridocyclitis, left eye",ophthalmological,no,434926,77971008,Iridocyclitis
45591288,H201,H20.13,ICD10CM,"Chronic iridocyclitis, bilateral",ophthalmological,no,434926,77971008,Iridocyclitis
45552632,H202,H20.20,ICD10CM,"Lens-induced iridocyclitis, unspecified eye",ophthalmological,no,438751,70461003,Lens-induced iridocyclitis
45600884,H202,H20.21,ICD10CM,"Lens-induced iridocyclitis, right eye",ophthalmological,no,438751,70461003,Lens-induced iridocyclitis
45567004,H202,H20.22,ICD10CM,"Lens-induced iridocyclitis, left eye",ophthalmological,no,438751,70461003,Lens-induced iridocyclitis
45557364,H202,H20.23,ICD10CM,"Lens-induced iridocyclitis, bilateral",ophthalmological,no,438751,70461003,Lens-induced iridocyclitis
45567005,H208,H20.811,ICD10CM,"Fuchs'' heterochromic cyclitis, right eye",ophthalmological,no,434932,11226001,Fuchs' heterochromic cyclitis
45596038,H208,H20.812,ICD10CM,"Fuchs'' heterochromic cyclitis, left eye",ophthalmological,no,434932,11226001,Fuchs' heterochromic cyclitis
45586408,H208,H20.813,ICD10CM,"Fuchs'' heterochromic cyclitis, bilateral",ophthalmological,no,434932,11226001,Fuchs' heterochromic cyclitis
45581618,H208,H20.819,ICD10CM,"Fuchs'' heterochromic cyclitis, unspecified eye",ophthalmological,no,434932,11226001,Fuchs' heterochromic cyclitis
45538233,H208,H20.821,ICD10CM,"Vogt-Koyanagi syndrome, right eye",ophthalmological,no,4108968,193497004,Vogt-Koyanagi-Harada disease
45567006,H208,H20.822,ICD10CM,"Vogt-Koyanagi syndrome, left eye",ophthalmological,no,4108968,193497004,Vogt-Koyanagi-Harada disease
45586409,H208,H20.823,ICD10CM,"Vogt-Koyanagi syndrome, bilateral",ophthalmological,no,4108968,193497004,Vogt-Koyanagi-Harada disease
