concept_id,concept_name,concept_code,vocabulary_id,drug_group
19057716,Gallopamil 50 MG Oral Tablet,246396,RxNorm,gallopamil
40052888,Isradipine Extended Release Oral Tablet,370723,RxNorm,isradipine
1326021,Isradipine 2.5 MG Extended Release Oral Capsule,252211,RxNorm,isradipine
19078726,Isradipine 10 MG Extended Release Oral Tablet,311202,RxNorm,isradipine
1326014,Isradipine 5 MG Oral Capsule,197849,RxNorm,isradipine
40168739,Isradipine Extended Release Oral Tablet [Dynacirc],885732,RxNorm,isradipine
1326085,24 HR Isradipine 10 MG Extended Release Oral Tablet,562518,RxNorm,isradipine
19103794,24 HR Isradipine 2.5 MG Extended Release Oral Capsule,411765,RxNorm,isradipine
19033958,Isradipine 5 MG Oral Capsule [Dynacirc],206934,RxNorm,isradipine
1326015,Isradipine 2.5 MG Oral Tablet,199757,RxNorm,isradipine
40168497,24 HR Isradipine 10 MG Extended Release Oral Tablet [Dynacirc],885733,RxNorm,isradipine
19078727,Isradipine 5 MG Extended Release Oral Tablet,311203,RxNorm,isradipine
40168736,Isradipine 10 MG Extended Release Oral Tablet [Dynacirc],885734,RxNorm,isradipine
40168738,Isradipine 5 MG Extended Release Oral Tablet [Dynacirc],885736,RxNorm,isradipine
36235652,Dynacirc Oral Product,1169692,RxNorm,isradipine
40052891,Isradipine Oral Tablet,376248,RxNorm,isradipine
40168498,24 HR Isradipine 5 MG Extended Release Oral Tablet [Dynacirc],885735,RxNorm,isradipine
19098344,Isradipine 2.5 MG [Dynacirc],567737,RxNorm,isradipine
1326020,Isradipine 5 MG Extended Release Oral Capsule,249887,RxNorm,isradipine
1326012,Isradipine,33910,RxNorm,isradipine
1326083,Isradipine 5 MG,316112,RxNorm,isradipine
36224739,Isradipine Pill,1159771,RxNorm,isradipine
40052887,Isradipine Extended Release Oral Capsule,372524,RxNorm,isradipine
19098343,Isradipine 5 MG [Dynacirc],567736,RxNorm,isradipine
40052889,Isradipine Oral Capsule,370724,RxNorm,isradipine
19103795,24 HR Isradipine 5 MG Extended Release Oral Capsule,411766,RxNorm,isradipine
36224738,Isradipine Oral Product,1159770,RxNorm,isradipine
1326082,Isradipine 2.5 MG,316111,RxNorm,isradipine
1326084,Isradipine 10 MG,317393,RxNorm,isradipine
1326013,Isradipine 2.5 MG Oral Capsule,197848,RxNorm,isradipine
36235653,Dynacirc Pill,1169693,RxNorm,isradipine
19033959,Isradipine 2.5 MG Oral Capsule [Dynacirc],206935,RxNorm,isradipine
40168737,Isradipine 10 MG [Dynacirc],885731,RxNorm,isradipine
19115201,24 HR Isradipine 5 MG Extended Release Oral Tablet,562520,RxNorm,isradipine
40052890,Isradipine Oral Capsule [Dynacirc],366229,RxNorm,isradipine
1326021,Isradipine 2.5 MG Extended Release Oral Capsule,252211,RxNorm,isradipine
19103794,24 HR Isradipine 2.5 MG Extended Release Oral Capsule,411765,RxNorm,isradipine
1326020,Isradipine 5 MG Extended Release Oral Capsule,249887,RxNorm,isradipine
40052887,Isradipine Extended Release Oral Capsule,372524,RxNorm,isradipine
19103795,24 HR Isradipine 5 MG Extended Release Oral Capsule,411766,RxNorm,isradipine
40052888,Isradipine Extended Release Oral Tablet,370723,RxNorm,isradipine
19078726,Isradipine 10 MG Extended Release Oral Tablet,311202,RxNorm,isradipine
40168739,Isradipine Extended Release Oral Tablet [Dynacirc],885732,RxNorm,isradipine
1326085,24 HR Isradipine 10 MG Extended Release Oral Tablet,562518,RxNorm,isradipine
40168497,24 HR Isradipine 10 MG Extended Release Oral Tablet [Dynacirc],885733,RxNorm,isradipine
19078727,Isradipine 5 MG Extended Release Oral Tablet,311203,RxNorm,isradipine
40168736,Isradipine 10 MG Extended Release Oral Tablet [Dynacirc],885734,RxNorm,isradipine
40168738,Isradipine 5 MG Extended Release Oral Tablet [Dynacirc],885736,RxNorm,isradipine
40168498,24 HR Isradipine 5 MG Extended Release Oral Tablet [Dynacirc],885735,RxNorm,isradipine
19115201,24 HR Isradipine 5 MG Extended Release Oral Tablet,562520,RxNorm,isradipine
1326014,Isradipine 5 MG Oral Capsule,197849,RxNorm,isradipine
19033958,Isradipine 5 MG Oral Capsule [Dynacirc],206934,RxNorm,isradipine
40052889,Isradipine Oral Capsule,370724,RxNorm,isradipine
1326013,Isradipine 2.5 MG Oral Capsule,197848,RxNorm,isradipine
19033959,Isradipine 2.5 MG Oral Capsule [Dynacirc],206935,RxNorm,isradipine
40052890,Isradipine Oral Capsule [Dynacirc],366229,RxNorm,isradipine
1326015,Isradipine 2.5 MG Oral Tablet,199757,RxNorm,isradipine
40052891,Isradipine Oral Tablet,376248,RxNorm,isradipine
36226636,lacidipine Pill,1161964,RxNorm,lacidipine
40058099,lacidipine Oral Tablet,372555,RxNorm,lacidipine
19011548,lacidipine 2 MG Oral Tablet,141902,RxNorm,lacidipine
19004572,lacidipine 2 MG,335119,RxNorm,lacidipine
19091506,lacidipine 4 MG,335120,RxNorm,lacidipine
19011549,lacidipine 4 MG Oral Tablet,141903,RxNorm,lacidipine
19004539,lacidipine,28382,RxNorm,lacidipine
36226635,lacidipine Oral Product,1161963,RxNorm,lacidipine
40058099,lacidipine Oral Tablet,372555,RxNorm,lacidipine
19011548,lacidipine 2 MG Oral Tablet,141902,RxNorm,lacidipine
19011549,lacidipine 4 MG Oral Tablet,141903,RxNorm,lacidipine
36229113,Lastolic Oral Product,1175653,RxNorm,lercanidipine
36219868,lercanidipine Oral Product,1163191,RxNorm,lercanidipine
40058588,lercanidipine Oral Tablet [Zanidip],386102,RxNorm,lercanidipine
36229114,Lastolic Pill,1175654,RxNorm,lercanidipine
36219869,lercanidipine Pill,1163192,RxNorm,lercanidipine
40123872,lercanidipine Oral Tablet [Lastolic],542685,RxNorm,lercanidipine
36243115,Zanidip Oral Product,1187027,RxNorm,lercanidipine
19015806,lercanidipine 10 MG,385588,RxNorm,lercanidipine
40058587,lercanidipine Oral Tablet,378649,RxNorm,lercanidipine
19071509,lercanidipine 20 MG [Lastolic],542684,RxNorm,lercanidipine
19015804,lercanidipine 20 MG Oral Tablet,349485,RxNorm,lercanidipine
19071510,lercanidipine 20 MG Oral Tablet [Lastolic],542686,RxNorm,lercanidipine
19015802,lercanidipine,135056,RxNorm,lercanidipine
36243116,Zanidip Pill,1187028,RxNorm,lercanidipine
19017656,lercanidipine 10 MG Oral Tablet,153680,RxNorm,lercanidipine
19097791,lercanidipine 20 MG,350653,RxNorm,lercanidipine
19117161,lercanidipine 10 MG [Zanidip],565358,RxNorm,lercanidipine
19017657,lercanidipine 10 MG Oral Tablet [Zanidip],153681,RxNorm,lercanidipine
40058588,lercanidipine Oral Tablet [Zanidip],386102,RxNorm,lercanidipine
40123872,lercanidipine Oral Tablet [Lastolic],542685,RxNorm,lercanidipine
40058587,lercanidipine Oral Tablet,378649,RxNorm,lercanidipine
19015804,lercanidipine 20 MG Oral Tablet,349485,RxNorm,lercanidipine
19071510,lercanidipine 20 MG Oral Tablet [Lastolic],542686,RxNorm,lercanidipine
19017656,lercanidipine 10 MG Oral Tablet,153680,RxNorm,lercanidipine
19017657,lercanidipine 10 MG Oral Tablet [Zanidip],153681,RxNorm,lercanidipine
40000257,Lidoflazine Oral Tablet [Clinium],386170,RxNorm,lidoflazine
36236841,Clinium Pill,1173004,RxNorm,lidoflazine
36221101,Lidoflazine Oral Product,1164668,RxNorm,lidoflazine
19124331,Lidoflazine,6390,RxNorm,lidoflazine
36236840,Clinium Oral Product,1173003,RxNorm,lidoflazine
36221102,Lidoflazine Pill,1164669,RxNorm,lidoflazine
19117298,Lidoflazine 120 MG [Clinium],565532,RxNorm,lidoflazine
19000878,Lidoflazine 120 MG Oral Tablet,102336,RxNorm,lidoflazine
40000256,Lidoflazine Oral Tablet,385250,RxNorm,lidoflazine
19024111,Lidoflazine 120 MG Oral Tablet [Clinium],200882,RxNorm,lidoflazine
19101059,Lidoflazine 120 MG,385249,RxNorm,lidoflazine
40000257,Lidoflazine Oral Tablet [Clinium],386170,RxNorm,lidoflazine
19000878,Lidoflazine 120 MG Oral Tablet,102336,RxNorm,lidoflazine
40000256,Lidoflazine Oral Tablet,385250,RxNorm,lidoflazine
19024111,Lidoflazine 120 MG Oral Tablet [Clinium],200882,RxNorm,lidoflazine
19110672,manidipine 10 MG,441151,RxNorm,manidipine
36222676,manidipine Pill,1165073,RxNorm,manidipine
36222675,manidipine Oral Product,1165072,RxNorm,manidipine
19110673,manidipine 20 MG,441153,RxNorm,manidipine
19106594,manidipine 20 MG Oral Tablet,429052,RxNorm,manidipine
19106593,manidipine 10 MG Oral Tablet,429051,RxNorm,manidipine
19071995,manidipine,29275,RxNorm,manidipine
40054848,manidipine Oral Tablet,441152,RxNorm,manidipine
19106594,manidipine 20 MG Oral Tablet,429052,RxNorm,manidipine
19106593,manidipine 10 MG Oral Tablet,429051,RxNorm,manidipine
40054848,manidipine Oral Tablet,441152,RxNorm,manidipine
19108891,mepirodipine 10 MG,437741,RxNorm,mepirodipine
19102106,mepirodipine,39879,RxNorm,mepirodipine
19104028,mepirodipine 20 MG Extended Release Oral Capsule,412202,RxNorm,mepirodipine
36220856,mepirodipine Pill,1165699,RxNorm,mepirodipine
19104027,mepirodipine 10 MG Extended Release Oral Capsule,412200,RxNorm,mepirodipine
40055561,mepirodipine Extended Release Oral Capsule,437742,RxNorm,mepirodipine
19108892,mepirodipine 20 MG,437743,RxNorm,mepirodipine
36220855,mepirodipine Oral Product,1165698,RxNorm,mepirodipine
19104028,mepirodipine 20 MG Extended Release Oral Capsule,412202,RxNorm,mepirodipine
19104027,mepirodipine 10 MG Extended Release Oral Capsule,412200,RxNorm,mepirodipine
40055561,mepirodipine Extended Release Oral Capsule,437742,RxNorm,mepirodipine
1345164,Mibefradil 50 MG Oral Tablet,242324,RxNorm,mibefradil
40063052,Mibefradil Oral Tablet,372913,RxNorm,mibefradil
1345141,Mibefradil,83213,RxNorm,mibefradil
1345163,Mibefradil 100 MG Oral Tablet [Posicor],153747,RxNorm,mibefradil
1345162,Mibefradil 50 MG Oral Tablet [Posicor],153746,RxNorm,mibefradil
36218711,Mibefradil Oral Product,1164099,RxNorm,mibefradil
36218712,Mibefradil Pill,1164100,RxNorm,mibefradil
1345167,Mibefradil 100 MG,331373,RxNorm,mibefradil
40063053,Mibefradil Oral Tablet [Posicor],368382,RxNorm,mibefradil
1345166,Mibefradil 50 MG,331372,RxNorm,mibefradil
36242930,Posicor Oral Product,1184079,RxNorm,mibefradil
19076413,Mibefradil 100 MG [Posicor],565376,RxNorm,mibefradil
36242931,Posicor Pill,1184080,RxNorm,mibefradil
1345165,Mibefradil 100 MG Oral Tablet,242325,RxNorm,mibefradil
19076412,Mibefradil 50 MG [Posicor],565375,RxNorm,mibefradil
1345164,Mibefradil 50 MG Oral Tablet,242324,RxNorm,mibefradil
40063052,Mibefradil Oral Tablet,372913,RxNorm,mibefradil
1345163,Mibefradil 100 MG Oral Tablet [Posicor],153747,RxNorm,mibefradil
1345162,Mibefradil 50 MG Oral Tablet [Posicor],153746,RxNorm,mibefradil
40063053,Mibefradil Oral Tablet [Posicor],368382,RxNorm,mibefradil
1345165,Mibefradil 100 MG Oral Tablet,242325,RxNorm,mibefradil
40165094,Nicardipine hydrochloride 50 MG,859006,RxNorm,nicardipine
40165064,200 ML Nicardipine hydrochloride 0.1 MG/ML Injection,858599,RxNorm,nicardipine
40066869,Nicardipine Oral Capsule [Cardene],366725,RxNorm,nicardipine
40163977,12 HR Nicardipine hydrochloride 60 MG Extended Release Oral Capsule,858593,RxNorm,nicardipine
40165092,Nicardipine hydrochloride 45 MG Extended Release Oral Capsule [Cardene],858585,RxNorm,nicardipine
40165068,200 ML Nicardipine hydrochloride 0.2 MG/ML Injection,858603,RxNorm,nicardipine
42628866,Nicardipine hydrochloride 2.5 MG/ML Injection [Cardene],1791357,RxNorm,nicardipine
42628859,Nicardipine hydrochloride 0.1 MG/ML Injection,1791343,RxNorm,nicardipine
40165079,Nicardipine hydrochloride 20 MG,858612,RxNorm,nicardipine
1318164,Nicardipine 20 MG / Pyrithioxin 200 MG Oral Tablet,251274,RxNorm,nicardipine
40165075,Nicardipine hydrochloride 2.5 MG/ML,858606,RxNorm,nicardipine
40165087,Nicardipine hydrochloride 30 MG Oral Capsule,858616,RxNorm,nicardipine
40165080,Nicardipine hydrochloride 20 MG Oral Capsule,858613,RxNorm,nicardipine
36224691,Nicardipine / Pyrithioxin Pill,1158668,RxNorm,nicardipine
42628863,Nicardipine hydrochloride 0.2 MG/ML Injection,1791349,RxNorm,nicardipine
1318167,Nicardipine 20 MG,328557,RxNorm,nicardipine
40165066,Nicardipine hydrochloride 0.1 MG/ML [Cardene],858600,RxNorm,nicardipine
40165098,Nicardipine hydrochloride 60 MG Extended Release Oral Capsule [Cardene],858597,RxNorm,nicardipine
40066837,Nicardipine / Pyrithioxin Oral Tablet,376268,RxNorm,nicardipine
40165089,Nicardipine hydrochloride 30 MG [Cardene],858588,RxNorm,nicardipine
36227743,Cardene Oral Product,1175114,RxNorm,nicardipine
40066870,Nicardipine Oral Tablet,373060,RxNorm,nicardipine
40066868,Nicardipine Oral Capsule,373058,RxNorm,nicardipine
40165085,Nicardipine hydrochloride 30 MG Extended Release Oral Capsule,858590,RxNorm,nicardipine
36227744,Cardene Pill,1175115,RxNorm,nicardipine
40165065,200 ML Nicardipine hydrochloride 0.1 MG/ML Injection [Cardene],858601,RxNorm,nicardipine
40165096,Nicardipine hydrochloride 60 MG,858592,RxNorm,nicardipine
36224909,Nicardipine Oral Product,1158670,RxNorm,nicardipine
40165063,Nicardipine hydrochloride 0.1 MG/ML,858598,RxNorm,nicardipine
40165086,Nicardipine hydrochloride 30 MG Extended Release Oral Capsule [Cardene],858591,RxNorm,nicardipine
40165062,Nicardipine Extended Release Oral Capsule [Cardene],858582,RxNorm,nicardipine
40165097,Nicardipine hydrochloride 60 MG Extended Release Oral Capsule,858596,RxNorm,nicardipine
42628865,Nicardipine hydrochloride 2.5 MG/ML Injection,1791356,RxNorm,nicardipine
40165083,Nicardipine hydrochloride 20 MG [Cardene],858614,RxNorm,nicardipine
40163961,12 HR Nicardipine hydrochloride 30 MG Extended Release Oral Capsule,858587,RxNorm,nicardipine
40165095,Nicardipine hydrochloride 50 MG Extended Release Oral Capsule,859008,RxNorm,nicardipine
40163962,12 HR Nicardipine hydrochloride 30 MG Extended Release Oral Capsule [Cardene],858589,RxNorm,nicardipine
36224910,Nicardipine Pill,1158671,RxNorm,nicardipine
1318137,Nicardipine,7396,RxNorm,nicardipine
40165074,Nicardipine hydrochloride 10 MG Oral Tablet,858996,RxNorm,nicardipine
40165082,Nicardipine hydrochloride 20 MG Oral Tablet,858994,RxNorm,nicardipine
40165077,10 ML Nicardipine hydrochloride 2.5 MG/ML Injection [Cardene],858609,RxNorm,nicardipine
40165084,Nicardipine hydrochloride 30 MG,858586,RxNorm,nicardipine
40165067,Nicardipine hydrochloride 0.2 MG/ML,858602,RxNorm,nicardipine
40165093,Nicardipine hydrochloride 45 MG [Cardene],858581,RxNorm,nicardipine
40165099,Nicardipine hydrochloride 60 MG [Cardene],858594,RxNorm,nicardipine
40165073,Nicardipine hydrochloride 10 MG,858995,RxNorm,nicardipine
40066864,Nicardipine Extended Release Oral Capsule,373059,RxNorm,nicardipine
40165069,200 ML Nicardipine hydrochloride 0.2 MG/ML Injection [Cardene],858605,RxNorm,nicardipine
36227742,Cardene Injectable Product,1175113,RxNorm,nicardipine
40165091,Nicardipine hydrochloride 45 MG Extended Release Oral Capsule,858584,RxNorm,nicardipine
42628864,Nicardipine hydrochloride 0.2 MG/ML Injection [Cardene],1791350,RxNorm,nicardipine
40165088,Nicardipine hydrochloride 30 MG Oral Capsule [Cardene],858617,RxNorm,nicardipine
40165078,Nicardipine hydrochloride 2.5 MG/ML [Cardene],858608,RxNorm,nicardipine
40163978,12 HR Nicardipine hydrochloride 60 MG Extended Release Oral Capsule [Cardene],858595,RxNorm,nicardipine
40163965,12 HR Nicardipine hydrochloride 50 MG Extended Release Oral Capsule,859007,RxNorm,nicardipine
40165070,Nicardipine hydrochloride 0.2 MG/ML [Cardene],858604,RxNorm,nicardipine
40165090,Nicardipine hydrochloride 45 MG,858579,RxNorm,nicardipine
40163963,12 HR Nicardipine hydrochloride 45 MG Extended Release Oral Capsule,858580,RxNorm,nicardipine
42628858,Nicardipine Injection [Cardene],1791341,RxNorm,nicardipine
36224690,Nicardipine / Pyrithioxin Oral Product,1158667,RxNorm,nicardipine
40165081,Nicardipine hydrochloride 20 MG Oral Capsule [Cardene],858615,RxNorm,nicardipine
42628857,Nicardipine Injection,1791339,RxNorm,nicardipine
36224908,Nicardipine Injectable Product,1158669,RxNorm,nicardipine
40165076,10 ML Nicardipine hydrochloride 2.5 MG/ML Injection,858607,RxNorm,nicardipine
40163964,12 HR Nicardipine hydrochloride 45 MG Extended Release Oral Capsule [Cardene],858583,RxNorm,nicardipine
42628860,Nicardipine hydrochloride 0.1 MG/ML Injection [Cardene],1791344,RxNorm,nicardipine
40163977,12 HR Nicardipine hydrochloride 60 MG Extended Release Oral Capsule,858593,RxNorm,nicardipine
40165092,Nicardipine hydrochloride 45 MG Extended Release Oral Capsule [Cardene],858585,RxNorm,nicardipine
40165098,Nicardipine hydrochloride 60 MG Extended Release Oral Capsule [Cardene],858597,RxNorm,nicardipine
40165085,Nicardipine hydrochloride 30 MG Extended Release Oral Capsule,858590,RxNorm,nicardipine
40165086,Nicardipine hydrochloride 30 MG Extended Release Oral Capsule [Cardene],858591,RxNorm,nicardipine
40165062,Nicardipine Extended Release Oral Capsule [Cardene],858582,RxNorm,nicardipine
40165097,Nicardipine hydrochloride 60 MG Extended Release Oral Capsule,858596,RxNorm,nicardipine
40163961,12 HR Nicardipine hydrochloride 30 MG Extended Release Oral Capsule,858587,RxNorm,nicardipine
40165095,Nicardipine hydrochloride 50 MG Extended Release Oral Capsule,859008,RxNorm,nicardipine
40163962,12 HR Nicardipine hydrochloride 30 MG Extended Release Oral Capsule [Cardene],858589,RxNorm,nicardipine
40066864,Nicardipine Extended Release Oral Capsule,373059,RxNorm,nicardipine
40165091,Nicardipine hydrochloride 45 MG Extended Release Oral Capsule,858584,RxNorm,nicardipine
40163978,12 HR Nicardipine hydrochloride 60 MG Extended Release Oral Capsule [Cardene],858595,RxNorm,nicardipine
40163965,12 HR Nicardipine hydrochloride 50 MG Extended Release Oral Capsule,859007,RxNorm,nicardipine
40163963,12 HR Nicardipine hydrochloride 45 MG Extended Release Oral Capsule,858580,RxNorm,nicardipine
40163964,12 HR Nicardipine hydrochloride 45 MG Extended Release Oral Capsule [Cardene],858583,RxNorm,nicardipine
40165064,200 ML Nicardipine hydrochloride 0.1 MG/ML Injection,858599,RxNorm,nicardipine
40165068,200 ML Nicardipine hydrochloride 0.2 MG/ML Injection,858603,RxNorm,nicardipine
42628866,Nicardipine hydrochloride 2.5 MG/ML Injection [Cardene],1791357,RxNorm,nicardipine
42628859,Nicardipine hydrochloride 0.1 MG/ML Injection,1791343,RxNorm,nicardipine
42628863,Nicardipine hydrochloride 0.2 MG/ML Injection,1791349,RxNorm,nicardipine
40165065,200 ML Nicardipine hydrochloride 0.1 MG/ML Injection [Cardene],858601,RxNorm,nicardipine
42628865,Nicardipine hydrochloride 2.5 MG/ML Injection,1791356,RxNorm,nicardipine
40165077,10 ML Nicardipine hydrochloride 2.5 MG/ML Injection [Cardene],858609,RxNorm,nicardipine
40165069,200 ML Nicardipine hydrochloride 0.2 MG/ML Injection [Cardene],858605,RxNorm,nicardipine
42628864,Nicardipine hydrochloride 0.2 MG/ML Injection [Cardene],1791350,RxNorm,nicardipine
42628858,Nicardipine Injection [Cardene],1791341,RxNorm,nicardipine
42628857,Nicardipine Injection,1791339,RxNorm,nicardipine
40165076,10 ML Nicardipine hydrochloride 2.5 MG/ML Injection,858607,RxNorm,nicardipine
42628860,Nicardipine hydrochloride 0.1 MG/ML Injection [Cardene],1791344,RxNorm,nicardipine
40066869,Nicardipine Oral Capsule [Cardene],366725,RxNorm,nicardipine
40165087,Nicardipine hydrochloride 30 MG Oral Capsule,858616,RxNorm,nicardipine
40165080,Nicardipine hydrochloride 20 MG Oral Capsule,858613,RxNorm,nicardipine
40066868,Nicardipine Oral Capsule,373058,RxNorm,nicardipine
40165088,Nicardipine hydrochloride 30 MG Oral Capsule [Cardene],858617,RxNorm,nicardipine
40165081,Nicardipine hydrochloride 20 MG Oral Capsule [Cardene],858615,RxNorm,nicardipine
40066870,Nicardipine Oral Tablet,373060,RxNorm,nicardipine
40165074,Nicardipine hydrochloride 10 MG Oral Tablet,858996,RxNorm,nicardipine
40165082,Nicardipine hydrochloride 20 MG Oral Tablet,858994,RxNorm,nicardipine
1318164,Nicardipine 20 MG / Pyrithioxin 200 MG Oral Tablet,251274,RxNorm,nicardipine
40066837,Nicardipine / Pyrithioxin Oral Tablet,376268,RxNorm,nicardipine
40003426,Acebutolol / Nifedipine Oral Tablet,446671,RxNorm,nifedipine
19107499,Acebutolol 100 MG / Nifedipine 10 MG Oral Tablet,432616,RxNorm,nifedipine
19101994,Atenolol 50 MG / Nifedipine 20 MG Extended Release Oral Capsule,393275,RxNorm,nifedipine
19103832,Atenolol 25 MG / Nifedipine 10 MG Extended Release Oral Capsule,411852,RxNorm,nifedipine
40010567,Atenolol / Nifedipine Extended Release Oral Capsule,393276,RxNorm,nifedipine
40010568,Atenolol / Nifedipine Oral Capsule,370961,RxNorm,nifedipine
1318912,Atenolol 50 MG / Nifedipine 20 MG Oral Capsule,251254,RxNorm,nifedipine
40010569,Atenolol / Nifedipine Oral Tablet,376172,RxNorm,nifedipine
19064962,Atenolol 25 MG / Nifedipine 10 MG Oral Tablet,252201,RxNorm,nifedipine
40039294,"ergoloid mesylates, USP / Nifedipine Oral Tablet",439288,RxNorm,nifedipine
19107546,"ergoloid mesylates, USP 2 MG / Nifedipine 20 MG Oral Tablet",432674,RxNorm,nifedipine
19107612,Mefruside 12.5 MG / Nifedipine 20 MG Oral Tablet,432767,RxNorm,nifedipine
40065688,Mefruside / Nifedipine Oral Tablet,446675,RxNorm,nifedipine
19103844,Metoprolol 50 MG / Nifedipine 15 MG Extended Release Oral Capsule,411867,RxNorm,nifedipine
40061782,Metoprolol / Nifedipine Extended Release Oral Capsule,446677,RxNorm,nifedipine
19016590,12 HR Nifedipine 10 MG Extended Release Oral Tablet [Tensipine MR 10],152908,RxNorm,nifedipine
40010568,Atenolol / Nifedipine Oral Capsule,370961,RxNorm,nifedipine
19134275,Nifedipine 20 MG Extended Release Oral Tablet [Adalat Retard 20],844455,RxNorm,nifedipine
36240928,Nifedotard 20MR Oral Product,1183392,RxNorm,nifedipine
19113737,24 HR Nifedipine 60 MG Extended Release Oral Tablet [Nifediac],541603,RxNorm,nifedipine
19117604,Nifedipine 20 MG [Adalate LP],565910,RxNorm,nifedipine
19046451,Nifedipine 60 MG [Procardia],491292,RxNorm,nifedipine
40069154,Nifedipine Oral Capsule [Procardia],93866,RxNorm,nifedipine
19112984,Nifedipine 90 MG [Adalat],491087,RxNorm,nifedipine
40068783,Nifedipine Extended Release Oral Tablet [Slofedipine XL],380885,RxNorm,nifedipine
36236354,Adalat Retard 10 Oral Product,1169960,RxNorm,nifedipine
19054523,24 HR Nifedipine 60 MG Extended Release Oral Capsule,227059,RxNorm,nifedipine
36235011,Coracten XL Oral Product,1169502,RxNorm,nifedipine
19117065,Nifedipine 20 MG [Nifedotard 20MR],565225,RxNorm,nifedipine
19134813,Nifedipine 90 MG Extended Release Oral Tablet [Adalat],845006,RxNorm,nifedipine
19134251,Nifedipine 40 MG Extended Release Oral Tablet [Angiopine 40 LA],844431,RxNorm,nifedipine
19054616,24 HR Nifedipine 30 MG Extended Release Oral Tablet [Slofedipine XL],227121,RxNorm,nifedipine
19117212,Nifedipine 10 MG [Nifedipress MR 10],565427,RxNorm,nifedipine
19125385,24 HR Nifedipine 30 MG Extended Release Oral Tablet [Afeditab CR],672920,RxNorm,nifedipine
40003426,Acebutolol / Nifedipine Oral Tablet,446671,RxNorm,nifedipine
40068428,Nifedipine Extended Release Oral Tablet [Adalat Retard 20],380868,RxNorm,nifedipine
40068427,Nifedipine Extended Release Oral Tablet [Adalat Retard 10],380867,RxNorm,nifedipine
19117603,Nifedipine 20 MG [Nifensar XL],565909,RxNorm,nifedipine
19054525,24 HR Nifedipine 60 MG Extended Release Oral Capsule [Coracten XL],227061,RxNorm,nifedipine
36233790,Adalate LP Pill,1170605,RxNorm,nifedipine
40069149,Nifedipine Oral Capsule [Adalate],380869,RxNorm,nifedipine
19134255,Nifedipine 10 MG Extended Release Oral Tablet [Tensipine MR 10],844435,RxNorm,nifedipine
19061826,12 HR Nifedipine 20 MG Extended Release Oral Capsule,249620,RxNorm,nifedipine
1318988,Nifedipine 10 MG Oral Capsule [Adalat],91691,RxNorm,nifedipine
40039294,"ergoloid mesylates, USP / Nifedipine Oral Tablet",439288,RxNorm,nifedipine
19115858,Nifedipine 20 MG [Angiopine MR],563633,RxNorm,nifedipine
1318952,Nifedipine 90 MG,345858,RxNorm,nifedipine
36240932,Nifensar XL Oral Product,1183396,RxNorm,nifedipine
36227747,Cardilate MR Oral Product,1175118,RxNorm,nifedipine
40102957,Nifedipine Extended Release Oral Tablet [Procardia],491279,RxNorm,nifedipine
19025501,12 HR Nifedipine 20 MG Extended Release Oral Tablet [Adalate LP],201451,RxNorm,nifedipine
19020157,Nifedipine 10 MG [Adalat],562859,RxNorm,nifedipine
19134540,Nifedipine 20 MG Extended Release Oral Tablet [Nifedipress MR 20],844723,RxNorm,nifedipine
19117607,Nifedipine 20 MG [Coracten],565913,RxNorm,nifedipine
19134541,Nifedipine 30 MG Extended Release Oral Capsule,844724,RxNorm,nifedipine
40068429,Nifedipine Extended Release Oral Tablet [Adalate LP],380919,RxNorm,nifedipine
19120491,Nifedipine 20 MG [Coroday MR],573994,RxNorm,nifedipine
36236352,Adalat Oral Product,1169958,RxNorm,nifedipine
19116982,Nifedipine 20 MG [Tensipine MR 20],565103,RxNorm,nifedipine
19134263,Nifedipine 10 MG Extended Release Oral Tablet [Genalat Retard],844443,RxNorm,nifedipine
36233846,Afeditab CR Pill,1172065,RxNorm,nifedipine
40068774,Nifedipine Extended Release Oral Tablet [Adalat LA],380866,RxNorm,nifedipine
19134546,Nifedipine 20 MG Extended Release Oral Tablet [Nifopress Retard],844729,RxNorm,nifedipine
36242435,Nimodrel MR 10 Oral Product,1183913,RxNorm,nifedipine
19017409,12 HR Nifedipine 10 MG Extended Release Oral Tablet [Angiopine MR],153538,RxNorm,nifedipine
40068436,Nifedipine Extended Release Oral Tablet [Hypolar Retard 20],380880,RxNorm,nifedipine
40118367,Nifedipine Extended Release Oral Tablet [Nifediac],541602,RxNorm,nifedipine
36239973,Vasad Pill,1187571,RxNorm,nifedipine
19134566,Nifedipine 40 MG Extended Release Oral Tablet,844750,RxNorm,nifedipine
19062267,12 HR Nifedipine 10 MG Extended Release Oral Capsule,250206,RxNorm,nifedipine
36236706,Calcipine Pill,1171531,RxNorm,nifedipine
19110976,Nifedipine 50 MG,446667,RxNorm,nifedipine
19025503,12 HR Nifedipine 10 MG Extended Release Oral Tablet [Adalat Retard 10],201453,RxNorm,nifedipine
36221081,Metoprolol / Nifedipine Oral Product,1163520,RxNorm,nifedipine
40068447,Nifedipine Extended Release Oral Tablet [Tensipine MR 20],380887,RxNorm,nifedipine
36244049,Nifedipine Sublingual Product,1294730,RxNorm,nifedipine
1318984,24 HR Nifedipine 60 MG Extended Release Oral Tablet [Adalat],672917,RxNorm,nifedipine
36234064,Adipine MR 20 Pill,1170636,RxNorm,nifedipine
19117070,Nifedipine 20 MG [Slofedipine],565231,RxNorm,nifedipine
